Image,Mask,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
/home/ec2-user/work/benchmarks/pyradiomics/mini_int_p0_y1_r1_c0.tiff,/home/ec2-user/work/benchmarks/pyradiomics/mini_seg_p0_y1_r1_c0.tiff,v3.0.1,1.21.6,2.2.0,1.1.1,3.7.10,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},796bd7ec9e888c71e0a03be81c65c46cdb01706b,2D,"(0.35277777777777775, 0.35277777777777775)","(256, 256)",13329.065719604492,0.0,65519.0,beface701c995f9d140217364d85a1d1b7876fb1,"(0.35277777777777775, 0.35277777777777775)","(256, 256)","(118, 0, 36, 14)",340,1,"(133.2058823529412, 4.8352941176470585)","(46.992075163398695, 1.70578431372549)",29634.7,49188.8,559445231444.0,8.055671340530285,10519.25,2.8657835571277923,53408.0,6073.090207612457,39857.84117647059,40808.0,15574.0,37834.0,4305.607401600347,40563.86509328077,-0.6001905551378838,69624167731.17496,0.004013840830449826,56779648.057128035,1058476.2981207706,228974039509.25754,-79024780.92622456,288777.7650379394,24757.613614148937,0.8399777772062219,114.29058891513691,7.156949458835396,11239.199413848484,0.043862706702816244,0.025569556562283935,0.9897902402177761,0.9335224263730317,-0.8491506437821125,0.9999993782088039,0.021150264056579812,996.2127521802769,0.0017019391467999754,9.218613667231983,0.9983078655737456,0.004089932836819373,1992.4255043605535,8.100359043795201,78383.84466302214,8.071876561131246,280.2176470588235,0.8241695501730104,0.09588235294117646,1.3647058823529412,90850.83889273356,1037305.1294117647,1.3058823529411765,1300085.9705882352,0.002944273853574193,0.0029431390036041235,0.926797385620915,973308.7459150327,0.0029428615775989294,1.340224677219298,0.003990959901335065,90562.37425178212,1039523.4856266186,1.0407926362941113,1074384.2720969017,0.0029817450326061995,0.002981595732291914,8.06147041922387,328.07709221020434,0.9763862680302037,0.9875,0.014014513447175239,0.990659179746774,1031253.9688787325,0.002981560056446128,1.2662538699690402,0.003920290619099195,89632.6872681613,1046334.7058823529,1.1640866873065014,1186249.826625387,0.00309844719022344,0.003097843945145939,292.4922600619195,0.9055487927613607,0.9624183006535947,1013144.1644306845,0.003097699751231641,8.079183272643792,0.95,0.056053446309271636,0.0005605258919799493,0.012810232684689712,7113922.222563258,138.3455753793254,5155.927085697047
